name,releaseDate,copiesSold,price,revenue,avgPlaytime,reviewScore,publisherClass,publishers,developers
Dark and Darker,07-06-2024,2640903,0.0,8706135.0,31.97402719520565,74,Indie,IRONMACE,IRONMACE
Lust Goddess,21-02-2024,456707,0.0,9695496.0,33.54434298588976,48,Indie,BRAWEA LTD,BRAWEA LTD
Summoners War,07-01-2024,540801,0.0,10787342.0,112.85633956732288,0,Indie,Com2uS,Com2uS
Firestone: Online Idle RPG,01-04-2024,335093,0.0,15689364.148647271,296.3328524525871,79,Indie,Holyday Studios,Holyday Studios
Viking Rise: Valhalla,21-05-2024,20537,0.0,259513.0,36.62029672226122,75,Indie,IGG SINGAPORE PTE. LTD.,IGG SINGAPORE PTE. LTD.
LoveCraft,09-04-2024,17668,0.0,382551.0,61.80570131947321,79,Indie,WEALTHBIRD,WEALTHBIRD
Banana,23-04-2024,30739148,0.0,312915.8051949718,26.142053584290064,85,Indie,Sky,"Sky,AestheticSpartan,O'Brian"
Idle Hero TD - Tower Defense,03-05-2024,13061,0.0,235863.0,189.0570113996993,79,Indie,Swell Games LLC,Swell Games LLC
Grim Clicker,30-01-2024,274957,0.0,355113.9777668873,122.75703853781792,80,Indie,"EvilCharm Games,Aleksandr Golovkin",EvilCharm Games
Sacred X：Heavens Wonderland,09-05-2024,33358,0.0,311127.0,15.218051665922731,77,Indie,Sacred X：Heavens Wonderland,Sacred X：Heavens Wonderland
Aeons Echo,22-08-2024,59501,0.0,853013.0,6.800604003855153,83,Indie,Nutaku Publishing,Aeons Studio
Perfect World M,22-02-2024,3768,0.0,825766.0,46.92903887910011,33,Indie,PERFECT WORLD GAMES,PERFECT WORLD GAMES
Spectre Divide,03-09-2024,584912,0.0,515874.0,3.7906067463564392,53,Indie,Mountaintop Studios,Mountaintop Studios
Supermarket Together,09-08-2024,2085116,0.0,554295.9124042441,6.334958879516334,0,Indie,DeadDevsTellNoLies,DeadDevsTellNoLies
Kalpa of Sword,31-01-2024,207970,0.0,606780.0,28.111487732646168,0,Indie,Orienjoy,孤帆工作室
Mahjong Soul,23-07-2024,50514,0.0,404777.0,13.097029411695926,92,Indie,YOSTAR HONG KONG LIMITED,Catfood Studio
Dominion,01-02-2024,503990,0.0,1405649.3985145492,7.017822187752444,86,Indie,Temple Gates Games,Temple Gates Games
Starward,24-04-2024,79112,0.0,1395292.0,27.231980923461883,68,Indie,盛天游戏,Game Blender
RAID: Shadow Legends,09-01-2024,72044,0.0,1293328.0,63.45711110030624,55,Indie,Plarium Global Ltd,Plarium Global Ltd
Slapshot: Rebound,11-04-2024,965211,0.0,1250580.7988945069,10.891994725125729,84,Indie,Oddshot Games,Oddshot Games
Project QT,16-01-2024,26716,0.0,1036107.0,105.6310151724434,63,Indie,Nutaku Publishing,xDNA
Metal Slug: Awakening,19-07-2024,141042,0.0,751373.0,12.47894042688811,60,Indie,HAOPLAY Limited,Tencent
Destiny Online,30-03-2024,3047,0.0,24986.0,128.7942781499453,82,Indie,Destiny10.com,Destiny10.com
GraalOnline Era,16-02-2024,21644,0.0,22299.0,41.29361977737224,71,Indie,Toonslab,GraalOnline
Kepler-2100,30-03-2024,14511,0.0,21880.59479904341,11.962925149409008,85,Indie,NCARD,NCARD
江湖客栈-The Jianghu,31-08-2024,51896,0.0,205131.0,260.3405090672399,61,Indie,Path,『風林火山』工作室
Stormgate,30-07-2024,224772,0.0,1459213.0,7.341805458780237,52,Indie,Frost Giant Studios,Frost Giant Studios
HAWKED,15-02-2024,162606,0.0,221326.0,11.438980059315815,55,Indie,"MY.GAMES,The 4 Winds Entertainment (MENA and Turkey)",MY.GAMES
Town of Sins,25-03-2024,73052,0.0,1560133.0,17.596491244347778,57,Indie,Nutaku Publishing,Hooligapps
Astral Party ,28-02-2024,566827,0.0,1737265.0,17.734904098734024,51,Indie,Neverland Entertainment,STAR ENGINE PROJECT
Dungeonborne,18-07-2024,1121214,0.0,1753880.0,24.476678329900466,66,Indie,Mithril Interactive,Mithril Interactive
Farmer Against Potatoes Idle,05-09-2024,234948,0.0,1153910.9084421117,256.3350027720608,96,Indie,Oni Gaming,Oni Gaming
Rumble Club,23-04-2024,33980,0.0,24402.0,9.2343461987409,75,Indie,Mad Mushroom,"Lightfox Games, Inc."
Sarah's Adventure: Time Travel,25-06-2024,28251,0.0,22916.6017927192,59.72976019596694,87,Indie,NUTS POWER ONLINE ENTERTAINMENT LIMITED,NUTS POWER ONLINE ENTERTAINMENT LIMITED
"Warhammer 40,000: Speed Freeks",06-08-2024,102865,0.0,158090.0,5.651413836213646,0,Indie,PLAION,Caged Element Inc.
Sneak Out,06-06-2024,230771,0.0,42896.0,7.538281877465217,57,Indie,Kinguin,Kinguin Studios
Xanadu Land,17-01-2024,26815,0.0,49957.0,14.049678382618964,82,Indie,whiteisle Studio,whiteisle Studio
混沌战域,09-05-2024,19862,0.0,49428.0,6.1341746240734505,75,Indie,XQ-game,XQ-game
BATTLE CRUSH,26-06-2024,62503,0.0,49147.0,16.5554219119682,49,Indie,NCSOFT Corporation,NCSOFT Corporation
Echocalypse: The Scarlet Covenant,07-06-2024,7701,0.0,39735.0,8.64651914648372,54,Indie,Yoozoo (Singapore) Pte. Ltd,Yoozoo (Singapore) Pte. Ltd
飄流幻境M,25-06-2024,13101,0.0,32631.0,42.33954376230544,74,Indie,Chinesegamer,Chinesegamer
修仙神诀,27-06-2024,12909,0.0,39887.0,12.383104587172468,74,Indie,雷鸣工作室,雷鸣工作室
Figure Adventure,24-06-2024,31641,0.0,184743.0,12.205608791220538,0,Indie,Figure Fantasy,Figure Fantasy
Monster Tiles TD: Tower Wars,11-02-2024,25912,0.0,30820.0,23.330226717446127,80,Indie,Swell Games LLC,Swell Games LLC
战国女神,19-01-2024,4891,0.0,29152.0,39.16769978517894,73,Indie,战国女神,战国女神
奕剑江湖,06-08-2024,63989,0.0,28044.0,10.34215016430438,85,Indie,Star-Star Studio,Star-Star Studio
戦国ブシドー〜大野望の巻〜,16-07-2024,6549,0.0,25618.0,3.397036159430714,50,Indie,©︎ Kaiser (Overseas) Limited,©︎ Kaiser (Overseas) Limited
Speedway Challenge 2024,01-04-2024,18737,0.0,26579.0,17.326728582072302,71,Indie,Artur Berkowski Berobasket,Artur Berkowski Berobasket
飛天歷險2024(Dream Of Mirror Online),18-06-2024,5027,0.0,38814.0,53.80585097088608,86,Indie,Hong Kong GameStar Limited,SOFTSTAR ENTERTAINMENT
Idle Heros,01-05-2024,18688,0.0,41269.0,74.30369938660196,85,Indie,EGAME,EGAME
全民街篮,30-05-2024,31422,0.0,92977.0,11.40682578170852,76,Indie,深圳市中手游网络科技有限公司,上海洲竞网络科技有限公司
云岚九歌,01-02-2024,8734,0.0,120624.0,53.76316775277071,83,Indie,云岚九歌,云岚九歌
ASTRA: Knights of Veda,01-04-2024,168093,0.0,2460116.0,50.12468120096058,42,Indie,HYBE IM,FLINT
失乐星图Nornium,09-08-2024,67552,0.0,60846.0,2.1780584672619385,15,Indie,Flaring Cloister,Flaring Cloister
Mad World  - Age of Darkness - MMORPG,25-01-2024,16540,0.0,61737.0,19.2830024831735,46,Indie,Jandisoft,Jandisoft
Der Königsruf,05-05-2024,710,0.0,63264.0,26.27006411419708,57,Indie,Starlight Games,Starlight Games
Shop Legends,03-02-2024,4881,0.0,145540.0,96.4889328536079,51,Indie,Cloudcade,Cloudcade
ASTRAL TALE-星界神話,07-01-2024,43217,0.0,138164.27473883974,104.18254808777462,39,Indie,"X-Legend Entertainment Co., Ltd.","X-Legend Entertainment Co., Ltd."
吞食天地2：誕生Reborn,16-02-2024,28202,0.0,2562503.7123580766,239.43979712743936,42,Indie,Chinesegamer,Chinesegamer
Sky: Children of the Light,10-04-2024,529290,0.0,3087626.0,30.47269156154372,84,Indie,thatgamecompany,thatgamecompany
Morimens,01-08-2024,15770,0.0,57436.540278163455,13.384947274205794,63,Indie,B.I.A.V. Studio,B.I.A.V. Studio
Galaxy Idle Clicker,18-07-2024,14401,0.0,151939.1911440809,99.91404042132116,76,Indie,Soehnle,Soehnle
Sword of Convallaria,31-07-2024,236805,0.0,2044690.0,24.98715681366647,73,Indie,XD,XD
Atelier Resleriana: Forgotten Alchemy and the Polar Night Liberator,24-01-2024,137669,0.0,2197863.0,37.10854335586316,53,Indie,KOEI TECMO GAMES,"KOEI TECMO GAMES,Akatsuki Games Inc."
KRITIKA: ZERO,18-07-2024,5464,0.0,72154.0,22.60248534969474,50,Indie,株式会社G・O・P,VALOFE
World War Armies,02-05-2024,16595,0.0,76971.0,21.36603364534045,55,Indie,"Hypemasters, Inc.","Hypemasters, Inc."
Palia,25-03-2024,881082,0.0,4263470.0,47.02791482592875,78,Indie,Singularity 6 Corporation,Singularity 6 Corporation
Once Human,09-07-2024,5709407,0.0,34530561.0,42.261045196968674,72,Indie,Starry Studio,Starry Studio
Pixel Gun 3D: PC Edition,02-04-2024,1626877,0.0,4707782.0,11.89782337701754,62,Indie,Cubic Games Studio,Cubic Games Studio
Idle Fishing,24-05-2024,46667,0.0,92146.0,46.04458467925279,77,Indie,AO Games,AO Games
Idol Party,15-08-2024,9890,0.0,85835.0,18.90040585677796,76,Indie,LONGYOU TECHNOLOGY PTE.LTD.,LONGYOU TECHNOLOGY PTE.LTD.
The Braves,03-05-2024,35671,0.0,107932.0,37.56037743623871,65,Indie,101XP,101XP GAME STUDIOS
Predecessor,20-08-2024,433605,0.0,4523839.944318563,109.91382768034087,79,Indie,Omeda Studios,Omeda Studios
黄毛漂流记,05-02-2024,84506,1.99,117047.0,2.9681194503239188,0,Indie,BalloonsGame,BalloonsGame
ESCAPE FROM BOYKISSER,10-02-2024,26650,1.99,25071.0,1.5818382138488385,84,Indie,akhsotoen,akhsotoen
False Dream,16-01-2024,22446,1.99,38327.0,2.8520489149129244,97,Indie,TenkaiGames,TenkaiGames
Chushpan Simulator,01-02-2024,47089,1.99,48823.0,1.344691514321377,84,Indie,Sebasa Games,Sebasa Games
Spy Alliance,08-08-2024,93601,1.99,153860.0,0.9404285900243136,70,Indie,ALT Lab,ALT Lab
City Lights Love Bites Season 0 [Pilot Season],12-07-2024,27901,2.0,46602.0,0.9445049616150892,92,Indie,NaughtyOba,NaughtyOba
King of the Bridge,08-03-2024,21749,2.99,59016.0,2.2387116478207623,96,Indie,Finn Schuuring,Finn Schuuring
Xiangsheng Simulator,04-02-2024,50829,2.99,71247.0,2.025891516718508,77,Indie,Wave Ecstacy,Wave Ecstacy
CLICKOLDING,16-07-2024,30448,2.99,75559.0,0.9591748044351496,87,Indie,"Strange Scaffold,Outersloth",Strange Scaffold
Twilight Survivors,01-04-2024,29195,2.99,72149.0,10.15643345075452,89,Indie,DORIDORI STUDIO,DORIDORI STUDIO
Malware,31-07-2024,32488,2.99,72453.0,1.863085353681632,88,Indie,Odd Games,Odd Games
Buckshot Roulette,04-04-2024,1486957,2.99,3369649.0,2.995872787721658,95,Indie,CRITICAL REFLEX,Mike Klubnika
TRADESMAN: Deal to Dealer,18-06-2024,23503,2.99,63246.0,10.285109683855875,0,Indie,AZAMATIKA,AZAMATIKA
エスカレーター |  Escalator,06-01-2024,13759,2.99,34019.0,0.970338311259362,38,Indie,Toyasky,Toyasky
Akai Onna,04-01-2024,12475,2.99,28485.0,0.692439412021328,89,Indie,Yamoto,Yamoto
Lost:Antinomy,24-03-2024,22208,2.99,45518.0,5.613759191806671,93,Indie,IMaiIna,IMaiIna
Just Click The Button,17-01-2024,15760,2.99,41751.0,6.070071139889177,93,Indie,Simon Eftestol,Simon Eftestol
Nodebuster,13-08-2024,15819,2.99,42568.0,2.7462502016137416,99,Indie,Goblobin,Goblobin
Staffer Reborn,26-04-2024,17834,2.99,42836.0,0.8715559011038803,98,Indie,Team Tetrapod,Team Tetrapod
KUNKUN Defender,02-05-2024,24898,2.99,52877.0,2.503987080889346,98,Indie,Seal,Seal
Benefitship,12-07-2024,12641,2.99,32166.0,1.7604861868198556,96,Indie,RFH Games,RFH Games
Unspoken,01-04-2024,13185,2.99,34570.0,1.221261653746725,91,Indie,Weeping Studio,Weeping studio
EXIT KUN,04-02-2024,31148,2.99,56542.0,1.6875465233684876,85,Indie,AIKUN,"IKUN&KUN,AIKUN"
Doki Doki AI Interrogation,24-05-2024,22562,3.49,65249.0,1.4546503626836578,82,Indie,YAMADA,YAMADA
Dog Brew,30-04-2024,24238,3.5,66829.0,2.364138281649029,98,Indie,"Yuliy Oneshko,S-Grade","Yuliy Oneshko,S-Grade"
Fork Road,11-06-2024,48467,3.99,173665.0,0.7547324928427664,0,Indie,Simon Au Yeung,Simon Au Yeung
Old Coin Pusher Friends 3,25-07-2024,12042,3.99,40967.0,12.495623448004896,97,Indie,STP WORKS,STP WORKS
Buckshot With Friends,19-02-2024,6685,3.99,22509.0,0.6779560081356253,52,Indie,yythgim,yythgim
Climber Animals: Together,22-03-2024,12770,3.99,36224.0,2.713706604500689,93,Indie,Weakfish Studio Publishing,Payoff Games
Bagel Love Story,20-05-2024,13134,3.99,42955.0,2.7087018909894858,98,Indie,NVLMaker,橘子班
Innocence Or Money | Season 2 | Episode 1,10-08-2024,9947,3.99,35719.0,1.892374217964523,75,Indie,MarcialART,MarcialART
Dünnes Eis - Das Spiel zum Song,16-05-2024,6564,3.99,23571.0,0.9798791592039828,100,Indie,"Lorke Records, Inh. Anne Baumann","Baumann Bergmann Pokinsson,Jan Baumann"
Boldly Forward,07-02-2024,7022,3.99,23873.0,15.315030346177886,47,Indie,SmallMill,SmallMill
Pape Rangers,09-08-2024,6638,3.99,21651.0,7.845511818942673,79,Indie,OKJOY,Pape Game Studio
Voyager-19,19-05-2024,8793,3.99,26619.0,0.6285501794880277,90,Indie,Deep Root Interactive,Deep Root Interactive
The Pony Factory,18-01-2024,10069,3.99,29544.0,0.6334106168309567,0,Indie,David Szymanski,"David Szymanski,John Szymanski"
Tomboy: Love in Hot Forge,29-02-2024,10169,3.99,30878.0,1.3421321457630302,88,Indie,NSFW18 Games,Zylyx
Platform 8,31-05-2024,167800,3.99,602569.0,0.9864579579325782,86,Indie,KOTAKE CREATE,KOTAKE CREATE
Kanna Maze,15-05-2024,8150,3.99,23718.0,3.6680798219231856,89,Indie,致意,致意
KAMITSUBAKI CITY ENSEMBLE,28-08-2024,17421,3.99,57163.0,3.618618537414159,62,Indie,"KAMITSUBAKI STUDIO,Studio Lalala","KAMITSUBAKI STUDIO,Studio Lalala"
Miss Neko: Pirates,22-03-2024,47322,3.99,151366.0,3.115070265712853,82,Indie,Toffee Cafe,Orangeee
Mimic Logic,22-02-2024,15387,3.99,55254.0,9.843984440009253,99,Indie,Nihohe Soft,Nihohe Soft
Humans are not that against Lizardwomen,06-04-2024,52018,3.99,98977.0,2.73542716292518,94,Indie,Horny Capybara Studio,Hue Axis Entertainment
挂姬恶魔 IDLE DEVILS,30-01-2024,23630,3.99,63683.0,76.24068923464054,80,Indie,"GOCORE,NPC Entertainment",GOCORE
Abyss School,19-01-2024,26289,3.99,94355.0,4.04024775680354,91,Indie,eTIRUe,eTIRUe
Psalm 5:9-13,13-03-2024,34932,3.99,114851.0,0.5496443790101976,86,Indie,"Ranwog,Notex,a1esska","Ranwog,Notex,a1esska"
It was a human.,26-07-2024,5919,4.99,24206.0,1.635386691608368,79,Indie,GAMER Plan,Loser/s
Scarlet Tower,25-03-2024,66201,4.99,262728.0,10.807864513617217,86,Indie,Pyxeralia LLC,Pyxeralia LLC
An alt girl for skoof,21-04-2024,142590,4.99,476684.0,2.0744072440511374,0,Indie,Terletski Games,"Terletski Games,RIKANIMATION"
Maniac,28-03-2024,57155,4.99,235604.0,4.290811596159339,91,Indie,Skystone Games,Transhuman Design
Windowkill,23-02-2024,54205,4.99,239666.0,4.033346015712271,97,Indie,torcado,torcado
Minami Lane,28-02-2024,147247,4.99,632369.0,2.804406343676304,0,Indie,"Doot,Wholesome Games Presents","Doot,Blibloop"
Chained Together,19-06-2024,3946801,4.99,17039291.0,4.298188585202378,89,Indie,Anegar Games,Anegar Games
风流公子romantic young man,25-07-2024,10210,4.99,40067.0,2.6870168978411,90,Indie,Ronin SoftWork,Ronin SoftWork
Cats Hidden Around the World,09-06-2024,10740,4.99,39527.0,2.280299730203956,97,Indie,Travellin Cats,Travellin Cats
Loopstructor,07-08-2024,5508,4.99,22701.0,6.452068776829051,87,Indie,Pone Games,Pone Games
Game Store Simulator,20-08-2024,6470,4.99,25070.0,4.17682057665008,84,Indie,Pex Entertainment,Pex Entertainment
SUMMERHOUSE,08-03-2024,124989,4.99,457163.0,2.329047690339736,95,Indie,Future Friends Games,Friedemann
Wife of My Boss,04-05-2024,7011,4.99,22990.0,0.8192399888945472,67,Indie,Love Seekers,Love Seekers
Chill Pulse,02-05-2024,51928,4.99,199035.0,31.10197244558289,95,Indie,Catos Game,Catos Game
ATTA -Spot the Oddities in the Strange Hotel-,27-02-2024,5245,4.99,22014.0,1.082875751602164,84,Indie,IDEA FRUITION,IDEA FRUITION
Cat Bait,27-08-2024,5213,4.99,21106.0,2.071326611078255,98,Indie,Mayni prod.,Mayni prod.
Dragons Legacy,26-03-2024,5086,4.99,22960.0,20.90752054042036,77,Indie,Beawesome Games LLC,Beawesome Games
Dawnsbury Days,08-03-2024,5954,4.99,24711.0,5.791491841946118,98,Indie,Dawnsbury Studios,Dawnsbury Studios
Leap Year,13-06-2024,12917,4.99,58010.0,1.801851040328595,99,Indie,"Daniel Linssen,Sokpop Collective",Daniel Linssen
PANICORE,31-05-2024,485121,4.99,2094731.0,4.136291829591577,79,Indie,ZTEK Studio,ZTEK Studio
Let's Minesweeper,24-07-2024,16670,4.99,67473.0,6.178763103995366,81,Indie,SUNJOY GAME,SUNJOY GAME
Doom Sweeper,08-06-2024,20562,4.99,69495.0,11.423323279224366,77,Indie,Paper Dog,Paper Dog
Minimalist Tower Defense,25-01-2024,27004,4.99,90620.0,16.989870723384826,94,Indie,HappyFairy213,HappyFairy213
Don't Shout Together,14-06-2024,31887,4.99,124033.0,0.9848114232700108,33,Indie,SinisterGames,SinisterGames
Hero Tale,28-03-2024,17823,4.99,76628.0,77.4947975197993,70,Indie,Weird Johnny Studio,Weird Johnny Studio
Gourdlets,15-08-2024,29540,4.99,109304.0,4.510849803181503,95,Indie,"Future Friends Games,AuntyGames",AuntyGames
Duelists of Eden,07-03-2024,19473,4.99,86829.0,8.882961916395775,97,Indie,Thomas Moon Kang,Thomas Moon Kang
IIslands of War,10-03-2024,3885,4.99,30192.0,11.074408043059782,87,Indie,jwiggs,jwiggs
Horny Suika: Wet Watermelon,02-08-2024,7860,4.99,32631.0,3.632772524791276,91,Indie,Tora Creatives,Tora Creatives
Mirage Feathers,06-09-2024,6859,4.99,27717.0,1.1706268898128227,100,Indie,oyasumi Workshop,oyasumi Workshop
Night Bus,08-04-2024,6008,4.99,26436.0,0.8439386307135183,89,Indie,Liquid Static Studio,Liquid Static Studio
Coin Factory,21-06-2024,5722,4.99,25657.0,5.457562492504714,84,Indie,Lino Rabolini,Lino Rabolini
Necroking,04-09-2024,6773,4.99,27369.0,3.0815895559559663,85,Indie,Alawar,KORO.GAMES
Prisoners,15-08-2024,15169,4.99,48107.0,4.380900979983956,81,Indie,Brave Cat Games,Brave Cat Games
Rum & Gun,26-08-2024,8875,4.99,32753.0,12.051587904666636,94,Indie,Borington,Borington
2番線 | Nibansen,18-01-2024,6602,4.99,27542.0,1.2029222325691964,81,Indie,MFC STUDIO,MFC STUDIO
Only Up: SKIBIDI TOGETHER,12-07-2024,8729,4.99,31466.0,2.364922886217591,81,Indie,"Rosa Special Studio,Grand Technology Associates","Grand Technology Associates,Rosa Special Studio"
A Tower Full of Cats,20-05-2024,41463,4.99,171352.0,2.658659161885786,99,Indie,Devcats,Devcats
myPOPGOES,01-08-2024,11465,4.99,41949.0,3.964125096733567,84,Indie,Clickteam,Kane Carter
Time Survivors,15-01-2024,12782,4.99,46036.0,4.545911246301737,0,Indie,Lunar Chili,Lunar Chili
Commando Collection,26-07-2024,13988,4.99,57114.0,2.195678782003565,99,Indie,Macrojoy,Macrojoy
勾八狂想曲,16-07-2024,36043,4.99,147185.0,3.1321856073593546,93,Indie,勾八游戏,勾八游戏
Factory Town Idle,08-01-2024,74350,4.99,284695.0,39.89461498709381,91,Indie,Erik Asmussen,Erik Asmussen
Feather Party,03-05-2024,17907,4.99,76256.0,2.578855667114769,90,Indie,Teneke Kafalar Spotlight,threeW
Multiplayer Platform Golf,29-02-2024,15702,4.99,70517.0,3.0495567217758395,92,Indie,Robot Assembly,Robot Assembly
X Invader,12-08-2024,18675,4.99,69616.0,9.398892187788531,80,Indie,ALLAF GAMES,ALLAF GAMES
clickyland,03-06-2024,30891,4.99,134579.0,3.507301277365972,84,Indie,Sokpop Collective,Sokpop Collective
Be My Horde,18-06-2024,13942,4.99,59326.0,4.340932988101288,88,Indie,Polished Games,Polished Games
Bloody Heaven 2,11-05-2024,15453,4.99,62317.0,2.607953214827291,87,Indie,ShaneGame,ShaneGame
Crawling Lab,16-06-2024,13940,4.99,57371.0,7.859513090811096,83,Indie,eTIRUe,eTIRUe
PegIdle,19-06-2024,14308,4.99,58248.0,43.43774505157989,79,Indie,EagleEye Games,EagleEye Games
April 24th,23-04-2024,13978,4.99,58819.0,0.7359780707779322,85,Indie,EMIKA_GAMES,NOBODY
Lootun,14-05-2024,23003,5.49,107153.0,64.13552450605829,94,Indie,ArrowSoftGames,ArrowSoftGames
Space industrial empire,24-05-2024,12991,5.99,56264.0,185.925273584738,83,Indie,游戏养家工作室,游戏养家工作室
Love Chase,20-05-2024,11298,5.99,53201.0,5.78766925311464,88,Indie,Topgame,Topgame
鬼打墙（剧情版）,05-01-2024,3120,5.99,21939.0,2.69150452328492,76,Indie,KX GAMES,KX GAMES
KinitoPET,09-01-2024,227576,5.99,1166563.0,3.2190117178611835,94,Indie,troy_en,troy_en
Murky Divers,19-06-2024,133629,5.99,605472.0,5.7234479424214015,88,Indie,Oro Interactive,Embers
Zoonomaly,06-03-2024,43112,5.99,232416.0,6.127524221454782,72,Indie,LIGHTS ARE OFF LLC,LIGHTS ARE OFF LLC
Night Raider,26-01-2024,44974,5.99,163793.0,28.066198713115263,86,Indie,Tsukuyomi,Tsukuyomi
Croakoloco,06-05-2024,9864,5.99,43768.0,15.216373611874015,93,Indie,Ryan Forrester,Ryan Forrester
Journey to the West Survivor,24-03-2024,10946,5.99,41369.0,10.398218727760351,87,Indie,Leyo Games,Buding Games
Kukoro: Stream chat games,02-02-2024,61373,5.99,175228.0,17.006639023780735,98,Indie,HeyNau,HeyNau
无休仙途,25-07-2024,8822,5.99,40010.0,43.543667833485095,77,Indie,GOCORE,GOCORE
Ballance,05-01-2024,9412,5.99,35198.0,1.613739933077078,78,Indie,Ziggurat,Cyparade
Astrodle,19-06-2024,5885,5.99,29692.0,8.619566640734353,91,Indie,Robin Nicolet,Robin Nicolet
风岬-The Everlasting lovestory at the Windcap,13-02-2024,7858,5.99,37405.0,3.8382243486449794,0,Indie,百歌CentChansons,百歌CentChansons
Folie Fatale,30-05-2024,38408,5.99,178996.0,3.636514388975916,90,Indie,346lab Localization,Kanmidoko (神海処)
Mobiles Tycoon,15-07-2024,5863,5.99,29315.0,6.253715412674853,85,Indie,Insignis Games,Insignis Games
Secret Toy,21-06-2024,4394,5.99,21479.0,1.102217235887383,80,Indie,Momentum Games,Momentum Games
Pomberito,24-06-2024,4850,5.99,21719.0,1.3284726049688569,96,Indie,Lara the Pitbull,Lara the Pitbull
Dungeon Vixens: A Tale of Temptation,08-04-2024,13651,5.99,68967.0,1.844034003991569,78,Indie,Shady Corner Games,Dualarcade
Rack and Slay,27-05-2024,11532,5.99,56109.0,9.014412644766326,94,Indie,2 Left Thumbs,Ludokultur
"Sex, Please",24-05-2024,38909,5.99,145765.0,1.5732950377279882,74,Indie,Evil Boobs Cult,Evil Boobs Cult
Fantasy Amusement Park II,31-05-2024,17496,5.99,85154.0,2.386453664229536,73,Indie,Shark Shark Game,Cat Paw Game
Anomaly Exit,31-03-2024,23968,5.99,129211.0,1.370028927181579,92,Indie,ExamlGuy,ExamlGuy
Magic Research 2,21-05-2024,24898,5.99,128483.0,75.52942605437786,95,Indie,Maticolotto,Maticolotto
Writer's Rush,22-01-2024,12123,5.99,62445.0,2.289644395339992,0,Indie,Frogstorm,Frogstorm
I Am Part-time Worker!!,26-06-2024,27661,5.99,143115.0,1.1508789912695352,77,Indie,KomeFukuro,KomeFukuro
Sixty Four,04-03-2024,50062,5.99,267621.0,18.30170091618245,0,Indie,Playsaurus,Oleg Danilov
Pesticide Not Required,18-03-2024,20018,6.5,110721.0,8.986554446747627,94,Indie,Jampacked Games,Jampacked Games
Witch's Doll,24-05-2024,4909,6.99,30419.0,1.8276383459174887,88,Indie,Elite Lords Studios,Elite Lords Studios
[Chilla's Art] Shinkansen 0 | 新幹線 0号,22-03-2024,78706,6.99,492076.0,1.803159642267536,85,Indie,Chilla's Art,Chilla's Art
Touhou Hero of Ice Fairy,03-04-2024,113539,6.99,426279.0,7.463627015339362,98,Indie,GAMEPULSE 游戏脉冲,GAMEPULSE 游戏脉冲
迷宮校舎 | School Labyrinth,21-02-2024,72520,6.99,433805.0,6.621443293132326,83,Indie,RainyDollGames,RainyDollGames
NTR'd By Clumsiness,15-05-2024,20401,6.99,108551.0,2.2641617236393574,80,Indie,Hangover Cat Purrroduction,Hangover Cat Purrroduction
"Girls on Campus, from Freshmen to Faculty, All Fall for Me!",15-08-2024,5650,6.99,24952.0,8.789299939559351,89,Indie,"Girls on Campus, from Freshmen to Faculty, All Fall for Me!","Girls on Campus, from Freshmen to Faculty, All Fall for Me!"
Just Another Night Shift,28-03-2024,4927,6.99,25488.0,3.699649889980997,93,Indie,RantaKoira,"RantaKoira,FinnGames"
Escape from the Room of the Serving Doll,18-06-2024,18575,6.99,108603.0,1.2631172015065026,87,Indie,Playmeow,桃山プロダクション
Worm Nest Plague,16-07-2024,4051,6.99,25484.0,5.962315535452199,93,Indie,ST Hot Dog King,ST Hot Dog King
Only Up !,04-03-2024,7742,6.99,47875.0,1.270125251308995,24,Indie,WGI GAMING,WGI GAMING
Innocent Grape,21-06-2024,9419,6.99,53093.0,1.263656828427289,86,Indie,TopHouse Publishing,"TopHouse Studio,Abel Games"
The Heroes Around Me,14-06-2024,7510,6.99,43017.0,2.8589233773670752,0,Indie,OKJOY,OKJOY
永恒幻境 Eternal Dreamland,31-01-2024,4968,6.99,26013.0,6.974941044986054,46,Indie,Eternal,Eternal
Inverted Angel,05-07-2024,9298,6.99,50253.0,5.270591232140886,90,Indie,SCIKA,SCIKA
Ad Fundum,13-06-2024,8182,6.99,47737.0,7.320560806047535,96,Indie,Oldbut Gold,Oldbut Gold
"Magical Mic Duel: Senpai, Hear My Spell",23-05-2024,12868,6.99,56611.0,0.6995787387464362,92,Indie,ReLU Games,ReLU Games
14 Minesweeper Variants 2,14-06-2024,6567,6.99,36460.0,30.8273594644494,98,Indie,Artless Games,"Alith Games,Artless Games"
TryAndLove,25-01-2024,5564,6.99,32472.0,3.313299785383789,51,Indie,MYSTERY CROWN,MYSTERY CROWN
Futanari di Funghi,03-06-2024,5273,6.99,31301.0,5.102718338234958,81,Indie,Shady Corner Games,Ahegames
Machick,22-03-2024,3991,6.99,23624.0,4.499842553564392,91,Indie,No Serious Games,No Serious Games
SCP: Descent,20-03-2024,4272,6.99,24090.0,1.3734348998612604,58,Indie,Pixel Drip Games,Pixel Drip Games
Necromantic,22-05-2024,3418,6.99,21260.0,3.281627291746506,70,Indie,Blinkmoon Games,Blinkmoon Games
Feed the Deep,16-08-2024,9909,6.99,54316.0,3.405209908163857,94,Indie,Luke Muscat,Luke Muscat
