name,releaseDate,copiesSold,price,revenue,avgPlaytime,reviewScore,publisherClass,publishers,developers
Umbraclaw,30-05-2024,1971,24.99,36009.0,4.507811287732485,93,Indie,"INTI CREATES CO., LTD.","INTI CREATES CO., LTD."
Été,23-07-2024,1903,24.99,33085.0,6.732972715477706,99,Indie,Impossible,Impossible
Withering Rooms,05-04-2024,17777,24.99,373115.0,18.018266950413388,98,Indie,Perp Games,Moonless Formless
Kakuriyo Village ~Moratorium of Adolescence~,21-03-2024,5302,24.99,102837.0,3.703153793078795,85,Indie,BokiBoki Games,I'm moralist
Blacksmith. Song of two Kings.,13-02-2024,6428,24.99,121847.0,12.88320570542318,81,Indie,Pavel Leksin,Pavel Leksin
Endzone 2,26-08-2024,16983,24.99,343752.0,5.897411388827951,77,Indie,Assemble Entertainment,Gentlymad Studios
Ufouria: The Saga 2,28-02-2024,1279,24.99,27474.0,3.297133300428793,94,Indie,SUNSOFT,SUNSOFT
The Shell Part II: Purgatorio,18-04-2024,4718,24.99,85885.0,13.636618858867438,98,Indie,Shiravune,Innocent Grey
Star Trek: Resurgence,23-05-2024,30539,24.99,597802.0,6.086680921848769,91,Indie,Bruner House,Dramatic Labs
RIPOUT,28-05-2024,25078,24.99,510816.0,9.22208996429652,78,Indie,3D Realms,Pet Project Games
Omega Crafter,28-03-2024,23653,24.99,523807.0,14.278842039307648,0,Indie,Preferred Networks,Preferred Networks
The Mobius Machine,01-03-2024,4524,24.99,87128.0,10.283281637117136,83,Indie,Madruga Works,Madruga Works
Autopsy Simulator,06-06-2024,25263,24.99,548556.0,3.5028611346440464,45,Indie,Team17 Digital Ltd,Woodland Games
Ships At Sea,23-05-2024,36845,24.99,797925.0,15.20780271151262,0,Indie,Misc Games,Misc Games
The Witch of Fern Island,27-02-2024,24841,24.99,419597.0,42.1769780679866,80,Indie,indie.io,Enjoy Studio S.A.
Baladins,15-05-2024,5066,24.99,106200.0,3.3563584876458874,84,Indie,Armor Games Studios,Seed by Seed
Oji-Mama/憧れのガチムチおじさんがボクだけのドスケベママになっちゃった❤,23-05-2024,1138,25.0,25605.0,1.589665166121501,100,Indie,SKSK団,SKSK団
My love with the GirlsGroup,17-04-2024,2255,25.5,32198.0,2.680101537283766,72,Indie,Bing World,Bing World
Wild West Dynasty,22-08-2024,32024,26.99,625495.0,8.080317945857818,33,Indie,Toplitz Productions,Moon Punch Studio
Survival: Fountain of Youth,21-05-2024,98313,27.99,1913709.0,40.650295048620855,88,Indie,"Twin Sails Interactive,CE-Asia",Odinsoft Inc.
突然＊恋人,19-04-2024,7912,29.99,122358.0,12.145729938421471,0,Indie,HIKARI FIELD,SMEE
Tchia,21-03-2024,11684,29.99,212197.0,7.90778295224673,0,Indie,Kepler Interactive,Awaceb
TerraTech Worlds,22-03-2024,53663,29.99,1430436.0,18.261625558912787,66,Indie,"Payload Studios,4Divinity",Payload Studios
A Twisted Path to Renown,06-06-2024,5416,29.99,135445.0,32.539100142740494,54,Indie,Game-Labs,Game-Labs
Dustborn,20-08-2024,2896,29.99,78165.0,6.593134644087161,70,Indie,Spotlight by Quantic Dream,Red Thread Games
"Kingdom, Dungeon, and Hero",01-07-2024,2158,29.99,55543.0,13.419890616501409,84,Indie,Kraken Studios,Kraken Studios
UNDERDOGS,25-01-2024,27593,29.99,683121.0,3.76814716744285,98,Indie,One Hamsa,One Hamsa
"Everlasting Flowers - Where there is a will, there is a way",28-08-2024,2966,29.99,80055.0,5.093116591993197,86,Indie,RIGHTWAY,"sprite,flowers.studio"
Vivat Slovakia,18-04-2024,6256,29.99,155061.0,4.087998735806734,73,Indie,Team Vivat,Team Vivat
Movies Tycoon,15-07-2024,2928,29.99,74220.0,7.186581816469715,71,Indie,PixelCraze s.r.o.,PixelCraze s.r.o.
VAIL VR,15-02-2024,89548,29.99,887656.0,3.708556191014475,78,Indie,AEXLAB,AEXLAB
Orc Covenant: Gay Bara Orc Visual Novel,21-08-2024,864,29.99,21022.0,3.866109872579943,75,Indie,Y Press Games,Y Press Games
City Bus Manager,25-06-2024,65165,29.99,1624986.0,40.77171704318191,91,Indie,Aerosoft GmbH,PeDePe GbR
Blade and Sorcery,17-06-2024,1606175,29.99,31266686.0,19.72078698069728,97,Indie,WarpFrog,WarpFrog
City Transport Simulator: Tram,20-06-2024,10531,29.99,278620.0,7.81314752428626,65,Indie,Dovetail Games,ViewApp
Nine Sols,28-05-2024,214407,29.99,5475592.0,17.894843749042394,96,Indie,RedCandleGames,RedCandleGames
Another Crab's Treasure,25-04-2024,264723,29.99,5719324.0,10.434608015373133,95,Indie,Aggro Crab,Aggro Crab
Revival: Recolonization,11-04-2024,11698,29.99,274280.0,7.034563470064829,84,Indie,HeroCraft PC,HeroCraft PC
Pacific Drive,21-02-2024,401030,29.99,9517954.0,18.18111832392309,0,Indie,Kepler Interactive,Ironwood Studios
SteamWorld Heist II,08-08-2024,21930,29.99,552082.0,15.884763355350692,96,Indie,Thunderful Publishing,Thunderful Development
Arms Trade Tycoon: Tanks,06-02-2024,22152,29.99,601167.0,10.179553939681757,74,Indie,MicroProse Software,FunGi
STAR WARS™: Dark Forces Remaster,28-02-2024,30598,29.99,824203.0,4.770394285401785,90,Indie,Nightdive Studios,"Nightdive Studios,LucasArts"
SunnySide,14-06-2024,16881,29.99,381290.0,27.80376143819145,71,Indie,"Merge Games,Maximum Entertainment",RainyGames
STRIDE: Fates,16-05-2024,1456,29.99,38478.0,2.2171262747285883,44,Indie,Joy Way,Joy Way
Kristala,06-06-2024,1748,29.99,42089.0,3.270808205157224,90,Indie,Astral Clocktower Studios,Astral Clocktower Studios
Master Bladesmith,30-06-2024,14297,29.99,339360.0,10.739834315403728,75,Indie,Elixir Games,Elixir Games
Godsworn,28-03-2024,14834,29.99,365999.0,7.333360562268755,93,Indie,Thunderoak Interactive,Thunderoak Interactive
Yohane the Parhelion - NUMAZU in the MIRAGE -,21-02-2024,10048,29.99,258574.0,11.459016872346174,93,Indie,BeXide Inc.,BeXide Inc.
Llamasoft: The Jeff Minter Story,13-03-2024,1437,29.99,34480.0,2.6086928041531428,93,Indie,Digital Eclipse,Digital Eclipse
Teenage Mutant Ninja Turtles Arcade: Wrath of the Mutants,23-04-2024,1443,29.99,32967.0,2.551853235737157,62,Indie,GameMill Entertainment,Cradle Games
Hatsune Miku - The Planet Of Wonder And Fragments Of Wishes,21-04-2024,1121,29.99,24809.0,2.202186541138209,66,Indie,KOMODO,Crypton Future Media
Project L33T,25-07-2024,1626,29.99,43887.0,10.281846003295016,65,Indie,Holmgard Games,Holmgard Games
Tomb Raider I-III Remastered Starring Lara Croft,13-02-2024,125073,29.99,3262820.0,25.629116385966054,87,Indie,Aspyr,"Aspyr,Crystal Dynamics"
Voice Love on Air,27-03-2024,10136,29.99,254966.0,11.2397919153104,90,Indie,SOFTSTAR ENTERTAINMENT,"SOFTSTAR ENTERTAINMENT,Noisy Fish"
Revue Starlight El Dorado,07-08-2024,9499,29.99,256387.0,5.427033571710683,98,Indie,Bushiroad Inc.,Frontwing
Inkbound,09-04-2024,156820,29.99,3139302.0,29.459680253104807,91,Indie,Shiny Shoe,Shiny Shoe
古龙风云录,01-02-2024,158807,29.99,3080764.0,21.370174186118447,60,Indie,心火游戏,香港商河洛互動娛樂股份有限公司
Between the Stars,07-03-2024,78295,29.99,1265895.0,7.01927402753153,77,Indie,"Isolated Games,WhisperGames",Isolated Games
Touhou Danmaku Kagura Phantasia Lost,07-02-2024,57334,29.99,1330840.0,17.624067524882285,77,Indie,Alliance Arts,UnknownX
The Crust,15-07-2024,56588,29.99,1385673.0,31.60342787602721,74,Indie,Crytivo,VEOM Studio
Kanon,19-06-2024,1786,29.99,43678.0,12.337163860694352,98,Indie,VISUAL ARTS,VISUAL ARTS/Key
東方幻想魔録W ～ The Devil of Decline,28-03-2024,971,29.99,25957.0,33.79966654377854,95,Indie,mebius.,ハチクマソフト
Dream Engines: Nomad Cities,09-05-2024,23463,29.99,458980.0,24.13013396183912,75,Indie,"Suncrash,Gamera Games",Suncrash
Fate/stay night REMASTERED,07-08-2024,31040,29.99,764069.0,12.432516197496774,95,Indie,Aniplex Inc.,"TYPE-MOON,fuzz Inc."
Nie No Hakoniwa - Dollhouse of Offerings,15-02-2024,2185,29.99,55324.0,9.778930254944072,78,Indie,Sekai Project,Chatte Noire
Mashiroiro Symphony HD -Sana Edition-,01-05-2024,3374,29.99,56826.0,15.587132012446787,88,Indie,Shiravune,Palette
Haruka Ao no Hanayome ni,09-08-2024,1235,29.99,25078.0,6.674226319823847,99,Indie,HIKARI FIELD,Lump of Sugar
Cricket Captain 2024,06-06-2024,1932,29.99,52146.0,34.64194315756216,71,Indie,Childish Things Ltd,Childish Things Ltd
Deathbound,08-08-2024,1843,29.99,44908.0,7.426871347947235,80,Indie,Tate Multimedia,Trialforge Studio
Vampire: The Masquerade - Justice,06-02-2024,4111,29.99,87251.0,2.884838067963121,68,Indie,Fast Travel Games,Fast Travel Games
Caribbean Legend,15-02-2024,26133,29.99,562753.0,43.28639704487596,76,Indie,"BlackMark Studio,Valkyrie Initiative",BlackMark Studio
Royal Order,29-03-2024,2632,29.99,66782.0,11.646453886154193,93,Indie,Nifty Productions,Nifty Visuals
Night of the Dead,31-05-2024,394364,29.99,7091792.0,27.59707192847936,79,Indie,Jackto Studios,Jackto Studios
Seifuku Kanojo,02-04-2024,5488,29.99,111658.0,9.261170262539688,83,Indie,HIKARI PULSE,Entergram
Nightingale,20-02-2024,415122,29.99,10758811.0,26.825273305586048,64,Indie,Inflexion Games,Inflexion Games
The Universim,22-01-2024,328945,29.99,7534369.0,16.86853054897363,81,Indie,Crytivo,Crytivo
Bellwright,23-04-2024,280955,29.99,7481940.0,41.418884797624166,78,Indie,"Donkey Crew,Snail Games USA",Donkey Crew
Iragon 18+,14-02-2024,3729,29.99,70561.0,2.663141477314257,40,Indie,SZH,Repulse
Soulmask,30-05-2024,304685,29.99,7540563.0,95.69781345051696,79,Indie,Qooland Games,CampFire Studio
New Star GP,07-03-2024,16009,29.99,286736.0,8.869371110870562,0,Indie,Five Aces Publishing Ltd.,New Star Games Ltd.
Galacticare,23-05-2024,12476,29.99,308759.0,13.6652980123679,91,Indie,CULT Games,Brightrock Games
Nancy Drew®: Mystery of the Seven Keys™,20-06-2024,7242,32.0,208569.0,7.070747407547764,60,Indie,HeR Interactive,HeR Interactive
Le Mans Ultimate,20-02-2024,120703,32.99,3740762.0,24.51989839725174,78,Indie,Studio 397,Studio 397
Bodycam,07-06-2024,632326,33.32,17732078.0,8.028879614183062,74,Indie,Reissad Studio,Reissad Studio
