name,releaseDate,copiesSold,price,revenue,avgPlaytime,reviewScore,publishers,developers,publisherClass_Indie
Dark and Darker,07-06-2024,0.0858922304379943,0.0,0.2516793037394148,31.97402719520565,74,IRONMACE,IRONMACE,True
Lust Goddess,21-02-2024,0.0148347485971798,0.0,0.2803482589515488,33.54434298588976,48,BRAWEA LTD,BRAWEA LTD,True
Summoners War,07-01-2024,0.0175705414829471,0.0,0.3119869470265262,112.85633956732288,0,Com2uS,Com2uS,True
Firestone: Online Idle RPG,01-04-2024,0.0108783341560817,0.0,0.4540340394715058,296.3328524525871,79,Holyday Studios,Holyday Studios,True
Viking Rise: Valhalla,21-05-2024,0.000645023016459,0.0,0.0069194761215627,36.62029672226122,75,IGG SINGAPORE PTE. LTD.,IGG SINGAPORE PTE. LTD.,True
LoveCraft,09-04-2024,0.0005516871091497,0.0,0.010484778282645,61.80570131947321,79,WEALTHBIRD,WEALTHBIRD,True
Banana,23-04-2024,1.0000000000000002,0.0,0.0084669422439761,26.142053584290064,85,Sky,"Sky,AestheticSpartan,O'Brian",True
Idle Hero TD - Tower Defense,03-05-2024,0.0004018096170013,0.0,0.0062341642983082,189.0570113996993,79,Swell Games LLC,Swell Games LLC,True
Grim Clicker,30-01-2024,0.0089219562815781,0.0,0.0096897289916831,122.75703853781792,80,"EvilCharm Games,Aleksandr Golovkin",EvilCharm Games,True
Sacred X：Heavens Wonderland,09-05-2024,0.0010621229354595,0.0,0.0084151075991721,15.218051665922731,77,Sacred X：Heavens Wonderland,Sacred X：Heavens Wonderland,True
Aeons Echo,22-08-2024,0.0019126215847402,0.0,0.0241174705021797,6.800604003855153,83,Nutaku Publishing,Aeons Studio,True
Perfect World M,22-02-2024,9.948456066635527e-05,0.0,0.0233279275318533,46.92903887910011,33,PERFECT WORLD GAMES,PERFECT WORLD GAMES,True
Spectre Divide,03-09-2024,0.019005585124397,0.0,0.0143481113994218,3.7906067463564392,53,Mountaintop Studios,Mountaintop Studios,True
Supermarket Together,09-08-2024,0.0678110579333927,0.0,0.0154614725344188,6.334958879516334,0,DeadDevsTellNoLies,DeadDevsTellNoLies,True
Kalpa of Sword,31-01-2024,0.0067426978560198,0.0,0.0169823167526894,28.111487732646168,0,Orienjoy,孤帆工作室,True
Mahjong Soul,23-07-2024,0.0016202514909833,0.0,0.0111288265102838,13.097029411695926,92,YOSTAR HONG KONG LIMITED,Catfood Studio,True
Dominion,01-02-2024,0.0163729855108447,0.0,0.0401313503272472,7.017822187752444,86,Temple Gates Games,Temple Gates Games,True
Starward,24-04-2024,0.0025506175687912,0.0,0.0398312214621233,27.231980923461883,68,盛天游戏,Game Blender,True
RAID: Shadow Legends,09-01-2024,0.002320677452771,0.0,0.0368765857434624,63.45711110030624,55,Plarium Global Ltd,Plarium Global Ltd,True
Slapshot: Rebound,11-04-2024,0.0313776841881165,0.0,0.0356378896619134,10.891994725125729,84,Oddshot Games,Oddshot Games,True
Project QT,16-01-2024,0.0008460416889108,0.0,0.0294230300356669,105.6310151724434,63,Nutaku Publishing,xDNA,True
Metal Slug: Awakening,19-07-2024,0.0045653588513508,0.0,0.0211722234106112,12.47894042688811,60,HAOPLAY Limited,Tencent,True
Destiny Online,30-03-2024,7.602858674861748e-05,0.0,0.0001235299916504,128.7942781499453,82,Destiny10.com,Destiny10.com,True
GraalOnline Era,16-02-2024,0.0006810365575505,0.0,4.566813672089677e-05,41.29361977737224,71,Toonslab,GraalOnline,True
Kepler-2100,30-03-2024,0.0004489818252963,0.0,3.354390707494513e-05,11.962925149409008,85,NCARD,NCARD,True
江湖客栈-The Jianghu,31-08-2024,0.0016652114853721,0.0,0.0053436356322507,260.3405090672399,61,Path,『風林火山』工作室,True
Stormgate,30-07-2024,0.0072893098862082,0.0,0.0416834758830221,7.341805458780237,52,Frost Giant Studios,Frost Giant Studios,True
HAWKED,15-02-2024,0.0052668909200916,0.0,0.0058129221006485,11.438980059315815,55,"MY.GAMES,The 4 Winds Entertainment (MENA and Turkey)",MY.GAMES,True
Town of Sins,25-03-2024,0.0023534702706754,0.0,0.0446078593588297,17.596491244347778,57,Nutaku Publishing,Hooligapps,True
Astral Party ,28-02-2024,0.0184172338230068,0.0,0.0497406565629198,17.734904098734024,51,Neverland Entertainment,STAR ENGINE PROJECT,True
Dungeonborne,18-07-2024,0.0364528607471856,0.0,0.0502221134738447,24.476678329900466,66,Mithril Interactive,Mithril Interactive,True
Farmer Against Potatoes Idle,05-09-2024,0.007620361190767,0.0,0.0328366626479704,256.3350027720608,96,Oni Gaming,Oni Gaming,True
Rumble Club,23-04-2024,0.0010823581861902,0.0,0.0001066072810889,9.2343461987409,75,Mad Mushroom,"Lightfox Games, Inc.",True
Sarah's Adventure: Time Travel,25-06-2024,0.0008959791645886,0.0,6.356453463268069e-05,59.72976019596694,87,NUTS POWER ONLINE ENTERTAINMENT LIMITED,NUTS POWER ONLINE ENTERTAINMENT LIMITED,True
"Warhammer 40,000: Speed Freeks",06-08-2024,0.0033233634057787,0.0,0.0039805170919666,5.651413836213646,0,PLAION,Caged Element Inc.,True
Sneak Out,06-06-2024,0.0074844726983199,0.0,0.0006425124337007,7.538281877465217,57,Kinguin,Kinguin Studios,True
Xanadu Land,17-01-2024,0.0008492624120978,0.0,0.0008471207543773,14.049678382618964,82,whiteisle Studio,whiteisle Studio,True
混沌战域,09-05-2024,0.0006230635401837,0.0,0.0008317917922419,6.1341746240734505,75,XQ-game,XQ-game,True
BATTLE CRUSH,26-06-2024,0.0020102843221896,0.0,0.0008236491866464,16.5554219119682,49,NCSOFT Corporation,NCSOFT Corporation,True
Echocalypse: The Scarlet Covenant,07-06-2024,0.0002274351090969,0.0,0.0005509153650619,8.64651914648372,54,Yoozoo (Singapore) Pte. Ltd,Yoozoo (Singapore) Pte. Ltd,True
飄流幻境M,25-06-2024,0.0004031109192991,0.0,0.0003450610228886,42.33954376230544,74,Chinesegamer,Chinesegamer,True
修仙神诀,27-06-2024,0.0003968646682697,0.0,0.000555319906167,12.383104587172468,74,雷鸣工作室,雷鸣工作室,True
Figure Adventure,24-06-2024,0.0010062645343266,0.0,0.0047528475792902,12.205608791220538,0,Figure Fantasy,Figure Fantasy,True
Monster Tiles TD: Tower Wars,11-02-2024,0.0008198855127251,0.0,0.0002925832338013,23.330226717446127,80,Swell Games LLC,Swell Games LLC,True
战国女神,19-01-2024,0.0001360186226769,0.0,0.0002442491906221,39.16769978517894,73,战国女神,战国女神,True
奕剑江湖,06-08-2024,0.0020586277025527,0.0,0.0002121424041457,10.34215016430438,85,Star-Star Studio,Star-Star Studio,True
戦国ブシドー〜大野望の巻〜,16-07-2024,0.0001899576029204,0.0,0.0001418436099294,3.397036159430714,50,©︎ Kaiser (Overseas) Limited,©︎ Kaiser (Overseas) Limited,True
Speedway Challenge 2024,01-04-2024,0.0005864644130583,0.0,0.0001696907415213,17.326728582072302,71,Artur Berkowski Berobasket,Artur Berkowski Berobasket,True
飛天歷險2024(Dream Of Mirror Online),18-06-2024,0.0001404430504894,0.0,0.0005242273232346,53.80585097088608,86,Hong Kong GameStar Limited,SOFTSTAR ENTERTAINMENT,True
Idle Heros,01-05-2024,0.0005848703177435,0.0,0.0005953664575301,74.30369938660196,85,EGAME,EGAME,True
全民街篮,30-05-2024,0.0009991399042462,0.0,0.002093721796086,11.40682578170852,76,深圳市中手游网络科技有限公司,上海洲竞网络科技有限公司,True
云岚九歌,01-02-2024,0.0002610412409374,0.0,0.0028948556640573,53.76316775277071,83,云岚九歌,云岚九歌,True
ASTRA: Knights of Veda,01-04-2024,0.0054453970627915,0.0,0.0706868864466996,50.12468120096058,42,HYBE IM,FLINT,True
失乐星图Nornium,09-08-2024,0.0021745412047287,0.0,0.0011626539655155,2.1780584672619385,15,Flaring Cloister,Flaring Cloister,True
Mad World  - Age of Darkness - MMORPG,25-01-2024,0.0005149903843519,0.0,0.0011884726900195,19.2830024831735,46,Jandisoft,Jandisoft,True
Der Königsruf,05-05-2024,0.0,0.0,0.0012327209417789,26.27006411419708,57,Starlight Games,Starlight Games,True
Shop Legends,03-02-2024,0.0001356932971024,0.0,0.0036168526783579,96.4889328536079,51,Cloudcade,Cloudcade,True
ASTRAL TALE-星界神話,07-01-2024,0.0013828614193082,0.0,0.0034031244869604,104.18254808777462,39,"X-Legend Entertainment Co., Ltd.","X-Legend Entertainment Co., Ltd.",True
吞食天地2：誕生Reborn,16-02-2024,0.0008943850692738,0.0,0.0736538001817938,239.43979712743936,42,Chinesegamer,Chinesegamer,True
Sky: Children of the Light,10-04-2024,0.0171960592141994,0.0,0.0888703968995739,30.47269156154372,84,thatgamecompany,thatgamecompany,True
Morimens,01-08-2024,0.0004899403151194,0.0,0.001063857218865,13.384947274205794,63,B.I.A.V. Studio,B.I.A.V. Studio,True
Galaxy Idle Clicker,18-07-2024,0.0004454032439774,0.0,0.0038022836022609,99.91404042132116,76,Soehnle,Soehnle,True
Sword of Convallaria,31-07-2024,0.0076807741499421,0.0,0.0586489858341264,24.98715681366647,73,XD,XD,True
Atelier Resleriana: Forgotten Alchemy and the Polar Night Liberator,24-01-2024,0.0044556265350893,0.0,0.0630875172465312,37.10854335586316,53,KOEI TECMO GAMES,"KOEI TECMO GAMES,Akatsuki Games Inc.",True
KRITIKA: ZERO,18-07-2024,0.0001546597780928,0.0,0.0014903286419368,22.60248534969474,50,株式会社G・O・P,VALOFE,True
World War Armies,02-05-2024,0.0005167796750114,0.0,0.0016299120268255,21.36603364534045,55,"Hypemasters, Inc.","Hypemasters, Inc.",True
Palia,25-03-2024,0.0286407526628386,0.0,0.1229431155254916,47.02791482592875,78,Singularity 6 Corporation,Singularity 6 Corporation,True
Once Human,09-07-2024,0.1857185130877502,0.0,1.0,42.261045196968674,72,Starry Studio,Starry Studio,True
Pixel Gun 3D: PC Edition,02-04-2024,0.0529033713424215,0.0,0.135818052811491,11.89782337701754,62,Cubic Games Studio,Cubic Games Studio,True
Idle Fishing,24-05-2024,0.001495098742493,0.0,0.0020696417062288,46.04458467925279,77,AO Games,AO Games,True
Idol Party,15-08-2024,0.0002986488773437,0.0,0.0018867663186364,18.90040585677796,76,LONGYOU TECHNOLOGY PTE.LTD.,LONGYOU TECHNOLOGY PTE.LTD.,True
The Braves,03-05-2024,0.0011373707408294,0.0,0.0025270764817847,37.56037743623871,65,101XP,101XP GAME STUDIOS,True
Predecessor,20-08-2024,0.0140831814550889,0.0,0.130487918961502,109.91382768034087,79,Omeda Studios,Omeda Studios,True
黄毛漂流记,05-02-2024,0.0027260981836487,0.0597238895558223,0.0027912040618678,2.9681194503239188,0,BalloonsGame,BalloonsGame,True
ESCAPE FROM BOYKISSER,10-02-2024,0.0008438945401194,0.0597238895558223,0.0001259930574,1.5818382138488385,84,akhsotoen,akhsotoen,True
False Dream,16-01-2024,0.0007071276686212,0.0597238895558223,0.0005101154053519,2.8520489149129244,97,TenkaiGames,TenkaiGames,True
Chushpan Simulator,01-02-2024,0.0015088274817347,0.0597238895558223,0.000814260559554,1.344691514321377,84,Sebasa Games,Sebasa Games,True
Spy Alliance,08-08-2024,0.0030219817936096,0.0597238895558223,0.0038579433493718,0.9404285900243136,70,ALT Lab,ALT Lab,True
City Lights Love Bites Season 0 [Pilot Season],12-07-2024,0.0008845927694829,0.0600240096038415,0.0007499021003807,0.9445049616150892,92,NaughtyOba,NaughtyOba,True
King of the Bridge,08-03-2024,0.0006844524760822,0.0897358943577431,0.0011096256087901,2.2387116478207623,96,Finn Schuuring,Finn Schuuring,True
Xiangsheng Simulator,04-02-2024,0.0016304992465785,0.0897358943577431,0.001464046281527,2.025891516718508,77,Wave Ecstacy,Wave Ecstacy,True
CLICKOLDING,16-07-2024,0.0009674531932949,0.0897358943577431,0.001588996158139,0.9591748044351496,87,"Strange Scaffold,Outersloth",Strange Scaffold,True
Twilight Survivors,01-04-2024,0.0009266898988165,0.0897358943577431,0.0014901837557162,10.15643345075452,89,DORIDORI STUDIO,DORIDORI STUDIO,True
Malware,31-07-2024,0.0010338196104824,0.0897358943577431,0.0014989928379263,1.863085353681632,88,Odd Games,Odd Games,True
Buckshot Roulette,04-04-2024,0.0483514159047379,0.0897358943577431,0.0970426462158414,2.995872787721658,95,CRITICAL REFLEX,Mike Klubnika,True
TRADESMAN: Deal to Dealer,18-06-2024,0.0007415145818404,0.0897358943577431,0.0012321993513849,10.285109683855875,0,AZAMATIKA,AZAMATIKA,True
エスカレーター |  Escalator,06-01-2024,0.0004245173420978,0.0897358943577431,0.0003852814377163,0.970338311259362,38,Toyasky,Toyasky,True
Akai Onna,04-01-2024,0.0003827455383386,0.0897358943577431,0.0002249213687992,0.692439412021328,89,Yamoto,Yamoto,True
Lost:Antinomy,24-03-2024,0.0006993849199494,0.0897358943577431,0.000718490767763,5.613759191806671,93,IMaiIna,IMaiIna,True
Just Click The Button,17-01-2024,0.000489614989545,0.0897358943577431,0.0006093334891922,6.070071139889177,93,Simon Eftestol,Simon Eftestol,True
Nodebuster,13-08-2024,0.0004915344104342,0.0897358943577431,0.0006330078976319,2.7462502016137416,99,Goblobin,Goblobin,True
Staffer Reborn,26-04-2024,0.0005570875136856,0.0897358943577431,0.000640773799054,0.8715559011038803,98,Team Tetrapod,Team Tetrapod,True
KUNKUN Defender,02-05-2024,0.000786897499476,0.0897358943577431,0.000931734307185,2.503987080889346,98,Seal,Seal,True
Benefitship,12-07-2024,0.0003881459428745,0.0897358943577431,0.0003315866043764,1.7604861868198556,96,RFH Games,RFH Games,True
Unspoken,01-04-2024,0.0004058436541245,0.0897358943577431,0.0004012478992222,1.221261653746725,91,Weeping Studio,Weeping studio,True
EXIT KUN,04-02-2024,0.0009902259835063,0.0897358943577431,0.0010379359068564,1.6875465233684876,85,AIKUN,"IKUN&KUN,AIKUN",True
Doki Doki AI Interrogation,24-05-2024,0.0007109014452848,0.1047418967587034,0.0012902407713417,1.4546503626836578,82,YAMADA,YAMADA,True
Dog Brew,30-04-2024,0.0007654260115624,0.1050420168067226,0.0013360248170391,2.364138281649029,98,"Yuliy Oneshko,S-Grade","Yuliy Oneshko,S-Grade",True
Fork Road,11-06-2024,0.0015536573458937,0.1197478991596638,0.0044318376690148,0.7547324928427664,0,Simon Au Yeung,Simon Au Yeung,True
Old Coin Pusher Friends 3,25-07-2024,0.000368658940965,0.1197478991596638,0.0005866153298082,12.495623448004896,97,STP WORKS,STP WORKS,True
Buckshot With Friends,19-02-2024,0.0001943820307329,0.1197478991596638,5.175335798446811e-05,0.6779560081356253,52,yythgim,yythgim,True
Climber Animals: Together,22-03-2024,0.0003923426427849,0.1197478991596638,0.0004491762609838,2.713706604500689,93,Weakfish Studio Publishing,Payoff Games,True
Bagel Love Story,20-05-2024,0.0004041844936948,0.1197478991596638,0.0006442220911034,2.7087018909894858,98,NVLMaker,橘子班,True
Innocence Or Money | Season 2 | Episode 1,10-08-2024,0.000300503233118,0.1197478991596638,0.0004345427527072,1.892374217964523,75,MarcialART,MarcialART,True
Dünnes Eis - Das Spiel zum Song,16-05-2024,0.0001904455912821,0.1197478991596638,8.252719123167144e-05,0.9798791592039828,100,"Lorke Records, Inh. Anne Baumann","Baumann Bergmann Pokinsson,Jan Baumann",True
Boldly Forward,07-02-2024,0.0002053455025919,0.1197478991596638,9.127831895356917e-05,15.315030346177886,47,SmallMill,SmallMill,True
Pape Rangers,09-08-2024,0.000192853000533,0.1197478991596638,2.689088253616254e-05,7.845511818942673,79,OKJOY,Pape Game Studio,True
Voyager-19,19-05-2024,0.0002629606618267,0.1197478991596638,0.0001708498312857,0.6285501794880277,90,Deep Root Interactive,Deep Root Interactive,True
The Pony Factory,18-01-2024,0.0003044722051263,0.1197478991596638,0.0002556082703141,0.6334106168309567,0,David Szymanski,"David Szymanski,John Szymanski",True
Tomboy: Love in Hot Forge,29-02-2024,0.0003077254608708,0.1197478991596638,0.0002942639139598,1.3421321457630302,88,NSFW18 Games,Zylyx,True
Platform 8,31-05-2024,0.0054358650234602,0.1197478991596638,0.0168602935777328,0.9864579579325782,86,KOTAKE CREATE,KOTAKE CREATE,True
Kanna Maze,15-05-2024,0.0002420422273896,0.1197478991596638,8.678684611617131e-05,3.6680798219231856,89,致意,致意,True
KAMITSUBAKI CITY ENSEMBLE,28-08-2024,0.0005436515674609,0.1197478991596638,0.0010559307754501,3.618618537414159,62,"KAMITSUBAKI STUDIO,Studio Lalala","KAMITSUBAKI STUDIO,Studio Lalala",True
Miss Neko: Pirates,22-03-2024,0.0015164075676194,0.1197478991596638,0.0037856741025559,3.115070265712853,82,Toffee Cafe,Orangeee,True
Mimic Logic,22-02-2024,0.000477480345618,0.1197478991596638,0.0010006132164399,9.843984440009253,99,Nihohe Soft,Nihohe Soft,True
Humans are not that against Lizardwomen,06-04-2024,0.0016691804573804,0.1197478991596638,0.0022675852607595,2.73542716292518,94,Horny Capybara Studio,Hue Axis Entertainment,True
挂姬恶魔 IDLE DEVILS,30-01-2024,0.0007456462166359,0.1197478991596638,0.001244862407062,76.24068923464054,80,"GOCORE,NPC Entertainment",GOCORE,True
Abyss School,19-01-2024,0.0008321502868818,0.1197478991596638,0.0021336524384727,4.04024775680354,91,eTIRUe,eTIRUe,True
Psalm 5:9-13,13-03-2024,0.0011133291808777,0.1197478991596638,0.0027275700337973,0.5496443790101976,86,"Ranwog,Notex,a1esska","Ranwog,Notex,a1esska",True
It was a human.,26-07-2024,0.0001694620917302,0.1497599039615846,0.0001009277412429,1.635386691608368,79,GAMER Plan,Loser/s,True
Scarlet Tower,25-03-2024,0.0021305897196207,0.1497599039615846,0.0070126379613836,10.807864513617217,86,Pyxeralia LLC,Pyxeralia LLC,True
An alt girl for skoof,21-04-2024,0.0046157192502755,0.1497599039615846,0.0132124932026629,2.0744072440511374,0,Terletski Games,"Terletski Games,RIKANIMATION",True
Maniac,28-03-2024,0.0018363002049746,0.1497599039615846,0.0062266591920831,4.290811596159339,91,Skystone Games,Transhuman Design,True
Windowkill,23-02-2024,0.0017403291605123,0.1497599039615846,0.006344364757667,4.033346015712271,97,torcado,torcado,True
Minami Lane,28-02-2024,0.0047672233702961,0.1497599039615846,0.0177238154522776,2.804406343676304,0,"Doot,Wholesome Games Presents","Doot,Blibloop",True
Chained Together,19-06-2024,0.1283764321401107,0.1497599039615846,0.493151199376827,4.298188585202378,89,Anegar Games,Anegar Games,True
风流公子romantic young man,25-07-2024,0.000309059295726,0.1497599039615846,0.0005605358101072,2.6870168978411,90,Ronin SoftWork,Ronin SoftWork,True
Cats Hidden Around the World,09-06-2024,0.0003263015511718,0.1497599039615846,0.0005448880982866,2.280299730203956,97,Travellin Cats,Travellin Cats,True
Loopstructor,07-08-2024,0.0001560912106203,0.1497599039615846,5.731698885401892e-05,6.452068776829051,87,Pone Games,Pone Games,True
Game Store Simulator,20-08-2024,0.0001873875308823,0.1497599039615846,0.0001259640801559,4.17682057665008,84,Pex Entertainment,Pex Entertainment,True
SUMMERHOUSE,08-03-2024,0.0040431137066886,0.1497599039615846,0.0126468284203478,2.329047690339736,95,Future Friends Games,Friedemann,True
Wife of My Boss,04-05-2024,0.00020498764446,0.1497599039615846,6.569141240245755e-05,0.8192399888945472,67,Love Seekers,Love Seekers,True
Chill Pulse,02-05-2024,0.0016662525272103,0.1497599039615846,0.0051669903521424,31.10197244558289,95,Catos Game,Catos Game,True
ATTA -Spot the Oddities in the Strange Hotel-,27-02-2024,0.0001475351480124,0.1497599039615846,3.740962214890723e-05,1.082875751602164,84,IDEA FRUITION,IDEA FRUITION,True
Cat Bait,27-08-2024,0.0001464941061741,0.1497599039615846,1.1098284494989491e-05,2.071326611078255,98,Mayni prod.,Mayni prod.,True
Dragons Legacy,26-03-2024,0.0001423624713786,0.1497599039615846,6.482209507909019e-05,20.90752054042036,77,Beawesome Games LLC,Beawesome Games,True
Dawnsbury Days,08-03-2024,0.0001706007312408,0.1497599039615846,0.0001155612495196,5.791491841946118,98,Dawnsbury Studios,Dawnsbury Studios,True
Leap Year,13-06-2024,0.0003971249287292,0.1497599039615846,0.0010804745012132,1.801851040328595,99,"Daniel Linssen,Sokpop Collective",Daniel Linssen,True
PANICORE,31-05-2024,0.0157591286844178,0.1497599039615846,0.0600990361067473,4.136291829591577,79,ZTEK Studio,ZTEK Studio,True
Let's Minesweeper,24-07-2024,0.0005192196168198,0.1497599039615846,0.0013546861622474,6.178763103995366,81,SUNJOY GAME,SUNJOY GAME,True
Doom Sweeper,08-06-2024,0.0006458363303951,0.1497599039615846,0.0014132781498423,11.423323279224366,77,Paper Dog,Paper Dog,True
Minimalist Tower Defense,25-01-2024,0.0008554110654549,0.1497599039615846,0.0020254224317135,16.989870723384826,94,HappyFairy213,HappyFairy213,True
Don't Shout Together,14-06-2024,0.0010142675434581,0.1497599039615846,0.0029936390892359,0.9848114232700108,33,SinisterGames,SinisterGames,True
Hero Tale,28-03-2024,0.0005567296555537,0.1497599039615846,0.001619972832095,77.4947975197993,70,Weird Johnny Studio,Weird Johnny Studio,True
Gourdlets,15-08-2024,0.000937913631135,0.1497599039615846,0.0025668332607067,4.510849803181503,95,"Future Friends Games,AuntyGames",AuntyGames,True
Duelists of Eden,07-03-2024,0.0006104083753377,0.1497599039615846,0.001915569699284,8.882961916395775,97,Thomas Moon Kang,Thomas Moon Kang,True
IIslands of War,10-03-2024,0.0001032908698874,0.1497599039615846,0.0002743855244988,11.074408043059782,87,jwiggs,jwiggs,True
Horny Suika: Wet Watermelon,02-08-2024,0.0002326077857306,0.1497599039615846,0.0003450610228886,3.632772524791276,91,Tora Creatives,Tora Creatives,True
Mirage Feathers,06-09-2024,0.0002000426957283,0.1497599039615846,0.000202666845321,1.1706268898128227,100,oyasumi Workshop,oyasumi Workshop,True
Night Bus,08-04-2024,0.0001723574893428,0.1497599039615846,0.0001655469956132,0.8439386307135183,89,Liquid Static Studio,Liquid Static Studio,True
Coin Factory,21-06-2024,0.0001630531779135,0.1497599039615846,0.0001429737224498,5.457562492504714,84,Lino Rabolini,Lino Rabolini,True
Necroking,04-09-2024,0.0001972448957881,0.1497599039615846,0.0001925827643699,3.0815895559559663,85,Alawar,KORO.GAMES,True
Prisoners,15-08-2024,0.0004703882480951,0.1497599039615846,0.0007935128527696,4.380900979983956,81,Brave Cat Games,Brave Cat Games,True
Rum & Gun,26-08-2024,0.0002656283315372,0.1497599039615846,0.0003485962466702,12.051587904666636,94,Borington,Borington,True
2番線 | Nibansen,18-01-2024,0.000191681828465,0.1497599039615846,0.0001975958276013,1.2029222325691964,81,MFC STUDIO,MFC STUDIO,True
Only Up: SKIBIDI TOGETHER,12-07-2024,0.0002608785781502,0.1497599039615846,0.0003113025334978,2.364922886217591,81,"Rosa Special Studio,Grand Technology Associates","Grand Technology Associates,Rosa Special Studio",True
A Tower Full of Cats,20-05-2024,0.00132579931355,0.1497599039615846,0.0043648133033832,2.658659161885786,99,Devcats,Devcats,True
myPOPGOES,01-08-2024,0.0003498876553193,0.1497599039615846,0.0006150709835264,3.964125096733567,84,Clickteam,Kane Carter,True
Time Survivors,15-01-2024,0.0003927330334742,0.1497599039615846,0.0007335009802132,4.545911246301737,0,Lunar Chili,Lunar Chili,True
Commando Collection,26-07-2024,0.0004319672977527,0.1497599039615846,0.0010545108904886,2.195678782003565,99,Macrojoy,Macrojoy,True
勾八狂想曲,16-07-2024,0.0011494728521989,0.1497599039615846,0.0036645202449226,3.1321856073593546,93,勾八游戏,勾八游戏,True
Factory Town Idle,08-01-2024,0.0023956975302388,0.1497599039615846,0.0076491810827973,39.89461498709381,91,Erik Asmussen,Erik Asmussen,True
Feather Party,03-05-2024,0.0005594623903791,0.1497599039615846,0.0016091932972852,2.578855667114769,90,Teneke Kafalar Spotlight,threeW,True
Multiplayer Platform Golf,29-02-2024,0.0004877281012132,0.1497599039615846,0.001442892893325,3.0495567217758395,92,Robot Assembly,Robot Assembly,True
X Invader,12-08-2024,0.0005844473944967,0.1497599039615846,0.0014167843963799,9.398892187788531,80,ALLAF GAMES,ALLAF GAMES,True
clickyland,03-06-2024,0.000981865116243,0.1497599039615846,0.0032992331056436,3.507301277365972,84,Sokpop Collective,Sokpop Collective,True
Be My Horde,18-06-2024,0.0004304708001102,0.1497599039615846,0.0011186085544649,4.340932988101288,88,Polished Games,Polished Games,True
Bloody Heaven 2,11-05-2024,0.0004796274944094,0.1497599039615846,0.0012052794916046,2.607953214827291,87,ShaneGame,ShaneGame,True
Crawling Lab,16-06-2024,0.0004304057349953,0.1497599039615846,0.0010619580422255,7.859513090811096,83,eTIRUe,eTIRUe,True
PegIdle,19-06-2024,0.000442377716135,0.1497599039615846,0.0010873710853119,43.43774505157989,79,EagleEye Games,EagleEye Games,True
April 24th,23-04-2024,0.0004316419721782,0.1497599039615846,0.0011039170917,0.7359780707779322,85,EMIKA_GAMES,NOBODY,True
Lootun,14-05-2024,0.000725248303118,0.164765906362545,0.0025045032086212,64.13552450605829,94,ArrowSoftGames,ArrowSoftGames,True
Space industrial empire,24-05-2024,0.0003995323379802,0.1797719087635054,0.0010298802329932,185.925273584738,83,游戏养家工作室,游戏养家工作室,True
Love Chase,20-05-2024,0.000344454718226,0.1797719087635054,0.0009411229342774,5.78766925311464,88,Topgame,Topgame,True
鬼打墙（剧情版）,05-01-2024,7.840346344209164e-05,0.1797719087635054,3.523632884048892e-05,2.69150452328492,76,KX GAMES,KX GAMES,True
KinitoPET,09-01-2024,0.0073805311772836,0.1797719087635054,0.0332032853935738,3.2190117178611835,94,troy_en,troy_en,True
Murky Divers,19-06-2024,0.0043241950030121,0.1797719087635054,0.0169444145173906,5.7234479424214015,88,Oro Interactive,Embers,True
Zoonomaly,06-03-2024,0.0013794455007765,0.1797719087635054,0.0061342797378533,6.127524221454782,72,LIGHTS ARE OFF LLC,LIGHTS ARE OFF LLC,True
Night Raider,26-01-2024,0.0014400211227388,0.1797719087635054,0.0041457743151387,28.066198713115263,86,Tsukuyomi,Tsukuyomi,True
Croakoloco,06-05-2024,0.0002978030308501,0.1797719087635054,0.0006677805905666,15.216373611874015,93,Ryan Forrester,Ryan Forrester,True
Journey to the West Survivor,24-03-2024,0.0003330032580054,0.1797719087635054,0.0005982641819413,10.398218727760351,87,Leyo Games,Buding Games,True
Kukoro: Stream chat games,02-02-2024,0.001973522532277,0.1797719087635054,0.0044771291015622,17.006639023780735,98,HeyNau,HeyNau,True
无休仙途,25-07-2024,0.0002639041059926,0.1797719087635054,0.0005588841071928,43.543667833485095,77,GOCORE,GOCORE,True
Ballance,05-01-2024,0.000283098314885,0.1797719087635054,0.0004194456085247,1.613739933077078,78,Ziggurat,Cyparade,True
Astrodle,19-06-2024,0.0001683559847771,0.1797719087635054,0.0002598969024427,8.619566640734353,91,Robin Nicolet,Robin Nicolet,True
风岬-The Everlasting lovestory at the Windcap,13-02-2024,0.0002325427206157,0.1797719087635054,0.0004833983862804,3.8382243486449794,0,百歌CentChansons,百歌CentChansons,True
Folie Fatale,30-05-2024,0.001226412350556,0.1797719087635054,0.0045863153573772,3.636514388975916,90,346lab Localization,Kanmidoko (神海処),True
Mobiles Tycoon,15-07-2024,0.0001676402685133,0.1797719087635054,0.0002489724814124,6.253715412674853,85,Insignis Games,Insignis Games,True
Secret Toy,21-06-2024,0.0001198499416268,0.1797719087635054,2.190679654885664e-05,1.102217235887383,80,Momentum Games,Momentum Games,True
Pomberito,24-06-2024,0.0001346847878216,0.1797719087635054,2.8861335135795235e-05,1.3284726049688569,96,Lara the Pitbull,Lara the Pitbull,True
Dungeon Vixens: A Tale of Temptation,08-04-2024,0.0004210038258938,0.1797719087635054,0.0013979781649511,1.844034003991569,78,Shady Corner Games,Dualarcade,True
Rack and Slay,27-05-2024,0.0003520673366681,0.1797719087635054,0.0010253887601558,9.014412644766326,94,2 Left Thumbs,Ludokultur,True
